aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
52.7	-0.13	-0.69	-0.75	-0.35	0.66	0.69	60.0	0.02	-0.63	0.79	-2.17	-3.22	4.6	0.0	1593521314.8415716	83.62
52.72	-0.13	-0.68	-0.75	-0.35	0.65	0.68	60.0	-0.11	-1.01	0.85	-2.56	-3.42	6.75	0.0	1593521314.874159	83.97
52.3	-0.14	-0.73	-0.75	-0.4	0.66	0.7	60.0	0.09	-3.13	-0.26	3.71	-3.45	15.22	0.0	1593521314.9103327	84.83
51.85	-0.16	-0.69	-0.76	-0.35	0.68	0.65	60.0	-0.34	-12.17	0.73	2.4	-3.47	18.9	0.0	1593521314.940212	85.53
50.42	-0.17	-0.71	-0.75	-0.36	0.67	0.71	60.0	-0.31	3.01	1.69	-6.02	-3.24	19.5	0.0	1593521314.9712315	87.58
49.52	-0.14	-0.59	-0.75	-0.36	0.69	0.68	60.0	-0.4	-4.98	-1.3	-1.82	-2.99	24.79	0.0	1593521315.0016253	88.85
52.74	-0.14	-0.73	-0.75	-0.27	0.68	0.67	60.0	-0.2	-2.92	-0.29	-2.38	-3.53	26.63	0.0	1593521315.031641	85.71
54.06	-0.16	-0.7	-0.77	-0.31	0.66	0.66	60.0	0.03	-4.85	1.01	-2.32	-3.04	24.7	0.0	1593521315.0626676	84.45
54.69	-0.17	-0.74	-0.74	-0.34	0.67	0.71	60.0	-0.24	-5.91	-0.58	2.99	-3.45	33.33	0.0	1593521315.0962925	84.05
55.14	-0.11	-0.65	-0.74	-0.35	0.69	0.68	60.0	-0.38	8.95	-5.74	-5.42	-2.81	40.82	0.0	1593521315.130369	83.79
56.89	-0.13	-0.76	-0.74	-0.23	0.66	0.67	60.0	-0.14	14.5	2.93	-19.66	-2.95	38.78	0.0	1593521315.1605985	81.91
59.8	-0.12	-0.72	-0.75	-0.26	0.65	0.74	60.0	-0.12	0.89	0.96	-4.43	-3.01	36.72	0.0	1593521315.191322	78.78
61.3	-0.13	-0.77	-0.75	-0.21	0.64	0.69	60.0	-0.14	-3.37	0.41	4.81	-3.33	34.82	0.0	1593521315.2220318	77.08
